 -3   23 20  23 32  23 41  23 49  23 56  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **   0  2   0  2   0  4   0  6   0  8   0 10   0 12   0 14   0 17   0 20   0 23   0 27   0 32   0 36   0 42
354    0 13   0 26   0 37   0 46   0 54   1  0   1 12   1 23   1 32   1 42   1 53   2  5   2 12   2 21   2 21   2 24   2 28   2 32   2 37   2 42   2 47   2 53   3  0   3  7   3 16   3 26   3 38   3 52
355    0 39   0 58   1 13   1 25   1 36   1 45   2  1   2 15   2 28   2 42   2 56   3 12   3 22   3 33   3 33   3 38   3 43   3 49   3 55   4  2   4 10   4 18   4 27   4 38   4 51   5  5   5 23   5 45
356    1 14   1 37   1 56   2 11   2 24   2 35   2 54   3 11   3 27   3 43   4  0   4 20   4 32   4 45   4 45   4 51   4 57   5  4   5 12   5 20   5 29   5 40   5 52   6  5   6 21   6 41   7  6   7 40
357    2  0   2 27   2 48   3  5   3 19   3 31   3 52   4 11   4 28   4 46   5  4   5 26   5 38   5 53   5 53   5 59   6  6   6 14   6 22   6 31   6 42   6 53   7  6   7 22   7 40   8  2   8 32   9 17
358    3  0   3 27   3 48   4  5   4 20   4 32   4 54   5 12   5 30   5 47   6  6   6 27   6 39   6 54   6 54   7  0   7  7   7 15   7 23   7 32   7 42   7 53   8  6   8 21   8 39   9  1   9 29  10 10
359    4 12   4 37   4 56   5 12   5 25   5 36   5 56   6 13   6 29   6 45   7  2   7 22   7 33   7 46   7 46   7 52   7 58   8  5   8 12   8 21   8 29   8 39   8 51   9  4   9 19   9 36   9 59  10 27
360    5 30   5 51   6  7   6 20   6 31   6 41   6 57   7 12   7 25   7 39   7 53   8 10   8 19   8 30   8 30   8 35   8 40   8 46   8 52   8 58   9  6   9 14   9 23   9 33   9 44   9 58  10 14  10 33
361    6 50   7  5   7 17   7 27   7 36   7 43   7 56   8  7   8 18   8 28   8 39   8 52   8 59   9  7   9  7   9 11   9 15   9 19   9 24   9 29   9 34   9 40   9 46   9 54  10  2  10 11  10 22  10 35
362    8  8   8 18   8 26   8 32   8 38   8 43   8 52   8 59   9  6   9 13   9 20   9 29   9 34   9 39   9 39   9 42   9 44   9 47   9 50   9 53   9 57  10  1  10  5  10  9  10 15  10 21  10 27  10 35
363    9 23   9 28   9 32   9 35   9 38   9 40   9 44   9 48   9 51   9 55   9 59  10  3  10  5  10  8  10  8  10  9  10 10  10 12  10 13  10 15  10 16  10 18  10 20  10 22  10 25  10 28  10 31  10 35
364   10 36  10 36  10 35  10 35  10 35  10 35  10 35  10 35  10 35  10 35  10 34  10 34  10 34  10 34  10 34  10 34  10 34  10 34  10 34  10 34  10 34  10 34  10 34  10 34  10 34  10 34  10 34  10 34
365   11 47  11 42  11 38  11 34  11 31  11 29  11 24  11 20  11 17  11 13  11 10  11  5  11  3  11  0  11  0  10 59  10 58  10 56  10 55  10 53  10 52  10 50  10 48  10 45  10 43  10 40  10 37  10 33
366   12 57  12 47  12 39  12 32  12 27  12 22  12 13  12  6  11 59  11 52  11 45  11 37  11 32  11 27  11 27  11 24  11 22  11 19  11 16  11 13  11 10  11  6  11  2  10 57  10 52  10 47  10 40  10 33
367   14  6  13 51  13 40  13 30  13 22  13 15  13  3  12 52  12 42  12 32  12 21  12  9  12  3  11 55  11 55  11 51  11 48  11 44  11 39  11 35  11 30  11 24  11 18  11 11  11  4  10 55  10 45  10 33
368   15 15  14 56  14 40  14 28  14 18  14  8  13 53  13 39  13 26  13 14  13  0  12 45  12 36  12 26  12 26  12 21  12 16  12 11  12  6  12  0  11 53  11 46  11 38  11 28  11 18  11  6  10 51  10 34
369   16 22  15 59  15 40  15 26  15 13  15  2  14 44  14 28  14 13  13 58  13 42  13 23  13 13  13  1  13  1  12 55  12 50  12 43  12 37  12 29  12 21  12 12  12  2  11 50  11 37  11 21  11  2  10 38
370   17 26  16 59  16 39  16 22  16  8  15 56  15 36  15 18  15  1  14 45  14 27  14  7  13 55  13 41  13 41  13 35  13 29  13 22  13 14  13  5  12 56  12 46  12 34  12 20  12  4  11 45  11 21  10 48
